date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:47:07	77174/77174	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Jun%202024%2015:51:28%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/css/woocommercec484.css	(from https://wineandrubs.co.ke/)
10:47:08	49051/49051	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2010:29:07%20GMT	https://wineandrubs.co.ke/wp-content/themes/blossom-spa/css/woocommerce.min.css?ver=1.3.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/themes/blossom-spa/css/woocommerce.mine34c.css	(from https://wineandrubs.co.ke/)
10:47:09	16962/16962	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2010:29:07%20GMT	https://wineandrubs.co.ke/wp-content/themes/blossom-spa/css/animate.min.css?ver=3.5.2	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/themes/blossom-spa/css/animate.min49eb.css	(from https://wineandrubs.co.ke/)
10:47:10	2941/2941	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2010:29:07%20GMT	https://wineandrubs.co.ke/wp-content/themes/blossom-spa/css/owl.carousel.min.css?ver=2.2.1	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/themes/blossom-spa/css/owl.carousel.min77e6.css	(from https://wineandrubs.co.ke/)
10:47:11	1770/1770	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2010:29:07%20GMT	https://wineandrubs.co.ke/wp-content/themes/blossom-spa/css/perfect-scrollbar.min.css?ver=3.1.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/themes/blossom-spa/css/perfect-scrollbar.minc6bd.css	(from https://wineandrubs.co.ke/)
10:47:13	3158/3158	---MC-	200	added ('OK')	text/css	date:Tue,%2016%20Jul%202024%2007:47:12%20GMT	https://fonts.googleapis.com/css?family=Open+Sans%3A300%2Cregular%2C500%2C600%2C700%2C800%2C300italic%2Citalic%2C500italic%2C600italic%2C700italic%2C800italic%7CMarcellus%3Aregular%7COpen+Sans%3A300	/home/victor/websites/massage%20site/fonts.googleapis.com/css0fce.css	(from https://wineandrubs.co.ke/)
10:47:14	180602/180602	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20May%202024%2010:29:07%20GMT	https://wineandrubs.co.ke/wp-content/themes/blossom-spa/style.css?ver=1.3.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/themes/blossom-spa/stylee34c.css	(from https://wineandrubs.co.ke/)
10:47:14	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2008%20Feb%202024%2009:26:59%20GMT	https://wineandrubs.co.ke/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-includes/js/jquery/jquery.minf43b.js	(from https://wineandrubs.co.ke/)
10:47:15	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2008%20Feb%202024%2009:26:59%20GMT	https://wineandrubs.co.ke/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wineandrubs.co.ke/)
10:47:16	2901/2901	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2013%20Feb%202024%2014:39:57%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woo-mpesa/public/js/wc-kb-mpesa-public.js?ver=1.0.1	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woo-mpesa/public/js/wc-kb-mpesa-publicf269.js	(from https://wineandrubs.co.ke/)
10:47:17	665/665	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2027%20Jun%202024%2015:53:25%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woocommerce-menu-bar-cart/assets/js/wpmenucart-ajax-assist.min.js?ver=2.14.4	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woocommerce-menu-bar-cart/assets/js/wpmenucart-ajax-assist.mind1e7.js	(from https://wineandrubs.co.ke/)
10:47:18	9636/9636	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2015:51:29%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minc854.js	(from https://wineandrubs.co.ke/)
10:47:19	3058/3058	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2015:51:29%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minc484.js	(from https://wineandrubs.co.ke/)
10:47:20	1720/1720	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2015:51:29%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min8730.js	(from https://wineandrubs.co.ke/)
10:47:21	2139/2139	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2010%20Jun%202024%2015:51:29%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.8.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minc484.js	(from https://wineandrubs.co.ke/)
10:47:23	369125/369125	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2008%20Feb%202024%2009:26:53%20GMT	https://wineandrubs.co.ke/wp-content/plugins/pw-gift-cards/assets/js/moment-with-locales.min.js?ver=1.447	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/pw-gift-cards/assets/js/moment-with-locales.mineb19.js	(from https://wineandrubs.co.ke/)
10:47:24	16194/16194	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2008%20Feb%202024%2009:26:53%20GMT	https://wineandrubs.co.ke/wp-content/plugins/pw-gift-cards/assets/js/pikaday-1.8.2.min.js?ver=1.447	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/pw-gift-cards/assets/js/pikaday-1.8.2.mineb19.js	(from https://wineandrubs.co.ke/)
10:47:25	19974/19974	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2008%20Feb%202024%2009:26:53%20GMT	https://wineandrubs.co.ke/wp-content/plugins/pw-gift-cards/assets/js/pw-gift-cards.js?ver=1.447	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/pw-gift-cards/assets/js/pw-gift-cardseb19.js	(from https://wineandrubs.co.ke/)
10:47:26	11166/11166	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Jul%202024%2007:47:26%20GMT	https://wineandrubs.co.ke/wp-json/wp/v2/pages/11	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-json/wp/v2/pages/11.json	(from https://wineandrubs.co.ke/)
10:47:27	93/93	---M--	403	error ('Forbidden')	text/html		https://wineandrubs.co.ke/xmlrpc.php?rsd	/home/victor/websites/massage%20site/wineandrubs.co.ke/xmlrpc0db0.php	(from https://wineandrubs.co.ke/)
10:47:28	2542/2542	---M--	200	added ('OK')	application/json	date:Tue,%2016%20Jul%202024%2007:47:28%20GMT	https://wineandrubs.co.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwineandrubs.co.ke%2F	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-json/oembed/1.0/embedff01.json	(from https://wineandrubs.co.ke/)
10:47:30	2691/2691	---M-Z	200	added ('OK')	text/xml	date:Tue,%2016%20Jul%202024%2007:47:29%20GMT	https://wineandrubs.co.ke/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwineandrubs.co.ke%2F&format=xml	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-json/oembed/1.0/embed79d6	(from https://wineandrubs.co.ke/)
10:47:30	1651/1651	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Feb%202024%2009:26:57%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2022/06/wine-n-rubs-modified-60x60.png	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2022/06/wine-n-rubs-modified-60x60.png	(from https://wineandrubs.co.ke/)
10:47:35	87628/87628	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Feb%202024%2009:26:57%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2022/06/wine-n-rubs-modified-300x300.png	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2022/06/wine-n-rubs-modified-300x300.png	(from https://wineandrubs.co.ke/)
10:47:37	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2007:47:32%20GMT	http://wineandrubs.co.ke/wp-content/uploads/2021/10/orgonic-cosmetics.jpg	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2021/10/orgonic-cosmetics.23.delayed	(from https://wineandrubs.co.ke/)
10:47:37	1214323/1214323	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20Jul%202024%2007:47:26%20GMT	https://wineandrubs.co.ke/wp-json/	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-json/index.html	(from https://wineandrubs.co.ke/)
10:47:40	5537/5537	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Feb%202024%2009:26:57%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2021/12/cropped-cropped-Wine_n_Rub_Bags-1-removebg-e1638893376264-1.png	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2021/12/cropped-cropped-Wine_n_Rub_Bags-1-removebg-e1638893376264-1.png	(from https://wineandrubs.co.ke/)
10:47:40	225104/225104	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:26:57%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2021/10/orgonic-cosmetics.jpg	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2021/10/orgonic-cosmetics.jpg	(from https://wineandrubs.co.ke/)
10:47:43	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2007:47:41%20GMT	http://wineandrubs.co.ke/services	/home/victor/websites/massage%20site/wineandrubs.co.ke/services.27.delayed	(from https://wineandrubs.co.ke/)
10:47:43	84303/84303	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:26:58%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2023/03/Image-27-03-2023-at-09.45.jpg	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2023/03/Image-27-03-2023-at-09.45.jpg	(from https://wineandrubs.co.ke/)
10:47:43	152010/152010	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:40%20GMT	https://wineandrubs.co.ke/who-we-are/	/home/victor/websites/massage%20site/wineandrubs.co.ke/who-we-are/index.html	(from https://wineandrubs.co.ke/)
10:47:43	161925/161925	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:40%20GMT	https://wineandrubs.co.ke/reviews/	/home/victor/websites/massage%20site/wineandrubs.co.ke/reviews/index.html	(from https://wineandrubs.co.ke/)
10:47:45	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2007:47:44%20GMT	http://wineandrubs.co.ke/membership/	/home/victor/websites/massage%20site/wineandrubs.co.ke/membership/index.html	(from https://wineandrubs.co.ke/)
10:47:45	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2007:47:45%20GMT	http://wineandrubs.co.ke/shop/	/home/victor/websites/massage%20site/wineandrubs.co.ke/shop/index.html	(from https://wineandrubs.co.ke/)
10:47:45	156291/156291	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:44%20GMT	https://wineandrubs.co.ke/catalogue/	/home/victor/websites/massage%20site/wineandrubs.co.ke/catalogue/index.html	(from https://wineandrubs.co.ke/)
10:47:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2007:47:43%20GMT	https://wineandrubs.co.ke/services	/home/victor/websites/massage%20site/wineandrubs.co.ke/services	(from https://wineandrubs.co.ke/)
10:47:47	113199/113199	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:46%20GMT	https://wineandrubs.co.ke/blog/	/home/victor/websites/massage%20site/wineandrubs.co.ke/blog/index.html	(from https://wineandrubs.co.ke/)
10:47:47	209842/209842	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:46%20GMT	https://wineandrubs.co.ke/book-now/	/home/victor/websites/massage%20site/wineandrubs.co.ke/book-now/index.html	(from https://wineandrubs.co.ke/)
10:47:47	124438/124438	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:46%20GMT	https://wineandrubs.co.ke/product/gift-card/	/home/victor/websites/massage%20site/wineandrubs.co.ke/product/gift-card/index.html	(from https://wineandrubs.co.ke/)
10:47:47	19748/19748	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:26:58%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2023/04/young-woman-relaxing-while-taking-bath_23-2149239379.jpg-2-480x324.jpg	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2023/04/young-woman-relaxing-while-taking-bath_23-2149239379.jpg-2-480x324.jpg	(from https://wineandrubs.co.ke/)
10:47:49	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2007:47:48%20GMT	http://wineandrubs.co.ke/packages/	/home/victor/websites/massage%20site/wineandrubs.co.ke/packages/index.html	(from https://wineandrubs.co.ke/)
10:47:49	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2007:47:48%20GMT	http://wineandrubs.co.ke/book/	/home/victor/websites/massage%20site/wineandrubs.co.ke/book/index.html	(from https://wineandrubs.co.ke/)
10:47:49	140489/140489	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:47%20GMT	https://wineandrubs.co.ke/my-account/	/home/victor/websites/massage%20site/wineandrubs.co.ke/my-account/index.html	(from https://wineandrubs.co.ke/)
10:47:49	283095/283095	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2007:47:48%20GMT	https://wineandrubs.co.ke/services/	/home/victor/websites/massage%20site/wineandrubs.co.ke/services/index.html	(from https://wineandrubs.co.ke/)
10:47:51	26503/26503	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:26:57%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2021/11/a-woman-has-a-soothing-ayurveda-massage-to-her-forehead-157647424-587fd3723df78c2ccde4465e-5bad17274cedfd00267dbe50-480x324.jpg	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2021/11/a-woman-has-a-soothing-ayurveda-massage-to-her-forehead-157647424-587fd3723df78c2ccde4465e-5bad17274cedfd00267dbe50-480x324.jpg	(from https://wineandrubs.co.ke/)
10:47:51	10250/10250	---M--	200	added ('OK')	image/webp	date:Thu,%2008%20Feb%202024%2009:26:57%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2022/06/istock-486872832.jpg-480x324.webp	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2022/06/istock-486872832.jpg-480x324.webp	(from https://wineandrubs.co.ke/)
10:47:52	106761/106761	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:26:58%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2023/05/photo-1675159364615-38e1f6b62282.jpg	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2023/05/photo-1675159364615-38e1f6b62282.jpg	(from https://wineandrubs.co.ke/)
10:47:53	114070/114070	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2009:26:58%20GMT	https://wineandrubs.co.ke/wp-content/uploads/2023/05/1-2.jpg	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/2023/05/1-2.jpg	(from https://wineandrubs.co.ke/)
10:47:54	2081/2081	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22821-607f9b193d237%22	https://cdn.trustindex.io/assets/platform/Google/logo-dark.svg	/home/victor/websites/massage%20site/cdn.trustindex.io/assets/platform/Google/logo-dark.svg	(from https://wineandrubs.co.ke/)
10:47:55	4563/4563	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jul%202024%2007:04:59%20GMT	https://lh3.googleusercontent.com/a/ACg8ocJF1Iamu2ffm9u7pXwnlcRw1-cCnqIjgfeDQ-0bq2hI=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a/unnamed.png	(from https://wineandrubs.co.ke/)
10:47:55	4564/4564	---M--	200	added ('OK')	image/png	etag:%22v1851%22	https://lh3.googleusercontent.com/a/ACg8ocLVV_VESZKq2blre47B22Xlsa_l3khTc7SJLQuKxDxR=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a/unnamed-2.png	(from https://wineandrubs.co.ke/)
10:47:56	4129/4129	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jul%202024%2007:04:58%20GMT	https://lh3.googleusercontent.com/a/ACg8ocLT905INwUyy1DUW_2uPbiC7hUFQNBxMGbsNRF8O6bW=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a/unnamed-3.png	(from https://wineandrubs.co.ke/)
10:47:58	24229/24229	---M--	200	added ('OK')	image/png	etag:%22v548f%22	https://lh3.googleusercontent.com/a-/ALV-UjVAdoLpcxhlsuT9xhleSb4FynERFRs4-o9kOQk8-VRzxrFH=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a-/unnamed.png	(from https://wineandrubs.co.ke/)
10:47:59	23779/23779	---M--	200	added ('OK')	image/png	etag:%22v1e%22	https://lh3.googleusercontent.com/a-/ALV-UjXwHc_3MyXwMti9_kiLKHYjCryRvwR8a9Lq7TQQs2rBjA=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a-/unnamed-2.png	(from https://wineandrubs.co.ke/)
10:48:00	25579/25579	---M--	200	added ('OK')	image/png	etag:%22vcda%22	https://lh3.googleusercontent.com/a-/ALV-UjWARq6oT1SzixhUnsY9Nvs9RFLBohtGsGSE-3LHLjtzr0I=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a-/unnamed-3.png	(from https://wineandrubs.co.ke/)
10:48:01	22521/22521	---M--	200	added ('OK')	image/png	etag:%22v5a1f%22	https://lh3.googleusercontent.com/a-/ALV-UjVk-qjZ-9UJCdet1SbcgW148b7xHqC5W5B7bBv3LFy03QkY=s120-c-rp-mo-ba3-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a-/unnamed-4.png	(from https://wineandrubs.co.ke/)
10:48:02	15146/15146	---M--	200	added ('OK')	image/png	etag:%22v1f51%22	https://lh3.googleusercontent.com/a-/ALV-UjX31bIkGFYxNBQndC28StTwJwLZBL3Ky1IIVOKuDY2nlw=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a-/unnamed-5.png	(from https://wineandrubs.co.ke/)
10:48:03	16997/16997	---M--	200	added ('OK')	image/png	etag:%22v1d0c%22	https://lh3.googleusercontent.com/a-/ALV-UjVdPU4oW30GYIYcpOz1w70r40kIUxkJn_bB9W3GEvrc5_k=s120-c-rp-mo-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a-/unnamed-6.png	(from https://wineandrubs.co.ke/)
10:48:04	16259/16259	---M--	200	added ('OK')	image/png	etag:%22vcd9c%22	https://lh3.googleusercontent.com/a/ACg8ocJeWMbJbd8hTTQZpGJW2Z5024akfQ0BI946ImHaYTw=s120-c-rp-mo-ba2-br100	/home/victor/websites/massage%20site/lh3.googleusercontent.com/a/unnamed-4.png	(from https://wineandrubs.co.ke/)
10:48:49	12743/12743	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Jun%202024%2015:51:28%20GMT	https://wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-8.8.5	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks58b2.css	(from https://wineandrubs.co.ke/)
10:48:50	27672/27672	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2007:33:55%20GMT	https://wineandrubs.co.ke/wp-content/uploads/trustindex-google-widget.css?ver=1719387235	/home/victor/websites/massage%20site/wineandrubs.co.ke/wp-content/uploads/trustindex-google-widget5f44.css	(from https://wineandrubs.co.ke/)
